hero_id,opponent_id,value,curated,resolved_value,cpgg,opick,cwatch,disagreement
illari,freja,44,,44,50.0,0.0,24.0,False
illari,genji,25,,25,25.0,-100.0,,False
illari,hanzo,-50,,-50,-50.0,0.0,,False
illari,hazard,-22,,-22,-25.0,-50.0,-13.0,False
illari,jetpack-cat,28,,28,,,,False
illari,junker-queen,6,,6,0.0,-50.0,,False
illari,junkrat,7,,7,0.0,100.0,,False
illari,juno,0,,0,0.0,0.0,,False
illari,kiriko,-2,,-2,0.0,0.0,-9.0,False
illari,lifeweaver,-2,,-2,0.0,50.0,-9.0,False
illari,lucio,-2,,-2,0.0,50.0,-9.0,False
illari,mauga,25,,25,25.0,50.0,,False
illari,mei,-2,,-2,0.0,0.0,-9.0,False
illari,mercy,50,,50,50.0,0.0,,False
illari,mizuki,0,-20.0,-20,,,,False
illari,moira,-2,,-2,0.0,50.0,-9.0,False
illari,orisa,15,,15,25.0,0.0,-15.0,False
illari,pharah,64,,64,75.0,-50.0,31.0,False
illari,ramattra,25,,25,25.0,0.0,,False
illari,reaper,50,,50,50.0,0.0,,False
illari,reinhardt,-25,,-25,-25.0,50.0,,False
illari,roadhog,26,,26,25.0,-50.0,29.0,False
illari,shion,-21,,-21,-50.0,0.0,,True
illari,sierra,0,,0,0.0,0.0,,False
illari,sigma,-21,,-21,-25.0,0.0,-9.0,False
illari,sojourn,-40,,-40,-50.0,50.0,-9.0,False
illari,soldier-76,25,,25,25.0,50.0,,False
illari,sombra,-40,,-40,-50.0,0.0,-9.0,False
illari,symmetra,-2,,-2,0.0,-50.0,-9.0,False
illari,torbjorn,26,,26,25.0,0.0,28.0,False
illari,tracer,50,,50,50.0,0.0,,False
illari,vendetta,0,,0,0.0,-50.0,,False
illari,venture,14,,14,25.0,-100.0,-20.0,False
illari,widowmaker,-50,,-50,-50.0,50.0,,False
illari,winston,-42,,-42,-50.0,0.0,-16.0,False
illari,wrecking-ball,25,,25,25.0,0.0,,False
illari,wuyang,-22,,-22,-25.0,-100.0,-13.0,False
illari,zarya,-2,,-2,0.0,50.0,-9.0,False
illari,zenyatta,0,25.0,25,0.0,-50.0,,False
jetpack-cat,anran,56,,56,75.0,-50.0,,True
jetpack-cat,ashe,-69,,-69,-75.0,0.0,-49.0,False
jetpack-cat,baptiste,-45,,-45,-50.0,0.0,-30.0,False
jetpack-cat,bastion,-56,,-56,-75.0,50.0,-9.0,True
jetpack-cat,brigitte,75,,75,75.0,-50.0,,False
jetpack-cat,cassidy,-68,,-68,-75.0,50.0,-46.0,False
jetpack-cat,dmon,44,,44,50.0,0.0,25.0,False
jetpack-cat,domina,-48,,-48,-75.0,50.0,,True
jetpack-cat,doomfist,39,,39,50.0,0.0,,False
jetpack-cat,dva,-44,,-44,-50.0,-50.0,-26.0,False
jetpack-cat,echo,-4,,-4,,-100.0,-4.0,False
jetpack-cat,emre,-43,,-43,-50.0,0.0,-23.0,False
jetpack-cat,freja,-9,,-9,,0.0,-9.0,False
jetpack-cat,genji,17,,17,,,,False
jetpack-cat,hanzo,4,,4,,,,False
jetpack-cat,hazard,-22,,-22,,-50.0,-22.0,False
jetpack-cat,illari,-28,,-28,,50.0,-28.0,False
jetpack-cat,junker-queen,40,,40,50.0,0.0,,False
jetpack-cat,junkrat,61,,61,75.0,50.0,,False
jetpack-cat,juno,-53,,-53,-75.0,0.0,-4.0,True
jetpack-cat,kiriko,9,,9,,,,False
jetpack-cat,lifeweaver,17,,17,,,,False
jetpack-cat,lucio,9,,9,,,,False
jetpack-cat,mauga,-100,,-100,-100.0,-100.0,,False
jetpack-cat,mei,43,,43,50.0,50.0,,False
jetpack-cat,mercy,9,,9,,,,False
jetpack-cat,mizuki,43,,43,50.0,0.0,,False
jetpack-cat,moira,-13,,-13,,0.0,-13.0,False
jetpack-cat,orisa,-13,,-13,,0.0,-13.0,False
jetpack-cat,pharah,47,,47,50.0,50.0,36.0,False
jetpack-cat,ramattra,4,,4,,,,False
jetpack-cat,reaper,50,,50,50.0,-50.0,,False
jetpack-cat,reinhardt,64,,64,75.0,50.0,30.0,False
jetpack-cat,shion,-2,,-2,0.0,0.0,-9.0,False
jetpack-cat,sierra,-3,,-3,0.0,50.0,-13.0,False
jetpack-cat,sigma,25,,25,25.0,0.0,,False
jetpack-cat,sojourn,-40,,-40,-50.0,50.0,-9.0,False
jetpack-cat,soldier-76,-65,,-65,-75.0,0.0,-35.0,False
jetpack-cat,sombra,-53,,-53,-75.0,0.0,-4.0,True
jetpack-cat,symmetra,59,,59,75.0,-100.0,,True
jetpack-cat,vendetta,75,,75,75.0,-50.0,,False
jetpack-cat,venture,24,,24,25.0,50.0,,False
jetpack-cat,widowmaker,-50,,-50,-50.0,100.0,,False
jetpack-cat,winston,-26,,-26,,50.0,-26.0,False
jetpack-cat,wrecking-ball,33,,33,50.0,50.0,-13.0,True
jetpack-cat,wuyang,24,,24,25.0,100.0,22.0,False
jetpack-cat,zenyatta,24,,24,,-100.0,24.0,False
junker-queen,ana,-1,,-1,0.0,50.0,-4.0,False
junker-queen,ashe,-50,,-50,-50.0,0.0,,False
junker-queen,baptiste,-25,,-25,-25.0,0.0,,False
junker-queen,bastion,3,,3,0.0,50.0,,False
junker-queen,brigitte,0,25.0,25,0.0,50.0,,False
junker-queen,cassidy,40,,40,50.0,-50.0,,False
junker-queen,dmon,0,,0,0.0,0.0,,False
junker-queen,domina,21,,21,25.0,-100.0,,False
junker-queen,doomfist,27,,27,25.0,0.0,34.0,False
junker-queen,dva,41,,41,50.0,0.0,,False
junker-queen,echo,-50,,-50,-50.0,-50.0,,False
junker-queen,emre,9,,9,,,,False
junker-queen,freja,-25,,-25,-25.0,50.0,,False
junker-queen,genji,2,,2,0.0,-100.0,,False
junker-queen,hanzo,22,,22,25.0,50.0,13.0,False
junker-queen,hazard,-17,,-17,-25.0,-50.0,,False
junker-queen,illari,-6,,-6,0.0,-50.0,-25.0,False
junker-queen,jetpack-cat,-40,,-40,-50.0,0.0,-9.0,False
junker-queen,junkrat,-43,,-43,-50.0,-50.0,-20.0,False
junker-queen,juno,-17,,-17,-25.0,0.0,,False
junker-queen,kiriko,-61,,-61,-75.0,0.0,-17.0,False
junker-queen,lifeweaver,2,,2,0.0,0.0,,False
junker-queen,lucio,-75,,-75,-75.0,-50.0,,False
junker-queen,mauga,-23,,-23,-25.0,0.0,-17.0,False
junker-queen,mei,-24,,-24,-25.0,0.0,-20.0,False
junker-queen,mercy,-50,,-50,-50.0,-50.0,,False
junker-queen,mizuki,-50,,-50,-50.0,0.0,,False
junker-queen,moira,-25,,-25,-25.0,50.0,-24.0,False
junker-queen,orisa,-50,,-50,-50.0,0.0,,False
junker-queen,pharah,-56,,-56,-75.0,50.0,-9.0,True
junker-queen,ramattra,-21,,-21,-25.0,-50.0,-9.0,False
junker-queen,reaper,-6,,-6,0.0,-50.0,-25.0,False
junker-queen,reinhardt,-2,,-2,0.0,-50.0,-9.0,False
junker-queen,roadhog,25,,25,25.0,0.0,,False
junker-queen,shion,0,,0,0.0,-50.0,,False
junker-queen,sierra,-25,,-25,-25.0,50.0,-25.0,False
junker-queen,sigma,18,,18,25.0,-50.0,-4.0,False
junker-queen,sojourn,0,,0,0.0,50.0,,False
junker-queen,soldier-76,3,,3,0.0,50.0,,False
junker-queen,sombra,0,,0,0.0,0.0,,False
junker-queen,symmetra,13,,13,25.0,-50.0,-25.0,False
junker-queen,torbjorn,-5,,-5,0.0,-50.0,-21.0,False
junker-queen,tracer,0,,0,0.0,50.0,,False
junker-queen,vendetta,25,,25,25.0,-50.0,,False
junker-queen,venture,0,,0,0.0,-50.0,,False
junker-queen,widowmaker,-33,,-33,-50.0,50.0,15.0,True
junker-queen,winston,67,,67,75.0,-100.0,42.0,False
junker-queen,wrecking-ball,28,,28,25.0,50.0,35.0,False
junker-queen,wuyang,-25,,-25,-25.0,100.0,,False
junker-queen,zarya,-56,,-56,-75.0,-50.0,-9.0,True
junker-queen,zenyatta,-25,,-25,-25.0,-50.0,,False
junkrat,ana,17,,17,25.0,0.0,-9.0,False
junkrat,anran,28,,28,,50.0,28.0,False
junkrat,ashe,-44,,-44,-50.0,-50.0,-24.0,False
junkrat,baptiste,-44,,-44,-50.0,50.0,-25.0,False
junkrat,bastion,16,,16,25.0,-50.0,-13.0,False
junkrat,brigitte,44,,44,50.0,50.0,27.0,False
junkrat,cassidy,-39,,-39,-50.0,0.0,-4.0,False
junkrat,dmon,25,,25,25.0,0.0,,False
junkrat,domina,-13,,-13,,50.0,-13.0,False
junkrat,doomfist,50,,50,50.0,100.0,,False
junkrat,dva,-56,,-56,-75.0,-50.0,-9.0,True
junkrat,echo,-23,,-23,-25.0,0.0,-17.0,False
junkrat,emre,-61,,-61,-75.0,50.0,-17.0,False
junkrat,freja,-59,,-59,-75.0,-50.0,-13.0,True
junkrat,genji,-18,,-18,-25.0,50.0,,False
junkrat,hanzo,-4,,-4,0.0,-50.0,-17.0,False
junkrat,hazard,-4,,-4,0.0,50.0,-17.0,False
junkrat,illari,-7,,-7,0.0,-50.0,-27.0,False
junkrat,jetpack-cat,-61,,-61,-75.0,50.0,-19.0,False
junkrat,junker-queen,43,,43,50.0,100.0,,False
junkrat,juno,-61,,-61,-75.0,-50.0,-18.0,False
junkrat,kiriko,2,,2,0.0,0.0,,False
junkrat,lifeweaver,-4,,-4,0.0,50.0,-17.0,False
junkrat,lucio,-17,,-17,-25.0,50.0,,False
junkrat,mauga,-42,,-42,-75.0,-50.0,,True
junkrat,mei,22,,22,25.0,-50.0,,False
junkrat,mercy,-59,,-59,-75.0,0.0,-13.0,True
junkrat,mizuki,9,,9,,,,False
junkrat,moira,-15,,-15,-25.0,50.0,,False
junkrat,orisa,-25,,-25,-25.0,50.0,,False
junkrat,pharah,-76,,-76,-100.0,50.0,-29.0,True
junkrat,ramattra,0,,0,0.0,0.0,,False
junkrat,reaper,-25,,-25,-25.0,50.0,,False
junkrat,reinhardt,43,,43,50.0,-50.0,20.0,False
junkrat,roadhog,-21,,-21,-25.0,-50.0,-9.0,False
junkrat,shion,-17,,-17,-25.0,50.0,,False
junkrat,sierra,25,,25,25.0,50.0,,False
junkrat,sigma,-3,,-3,0.0,0.0,-13.0,False
junkrat,sojourn,-25,,-25,-25.0,50.0,,False
junkrat,soldier-76,-40,,-40,-50.0,0.0,-9.0,False
junkrat,sombra,-35,,-35,-50.0,-50.0,,False
junkrat,symmetra,3,,3,0.0,0.0,,False
junkrat,torbjorn,0,,0,0.0,-50.0,,False
junkrat,tracer,9,,9,0.0,50.0,36.0,False
junkrat,vendetta,7,,7,0.0,-50.0,28.0,False
junkrat,venture,2,,2,0.0,50.0,,False
junkrat,widowmaker,-74,,-74,-100.0,-50.0,-26.0,True
junkrat,winston,0,,0,0.0,0.0,,False
junkrat,wrecking-ball,-25,,-25,-25.0,0.0,,False
junkrat,wuyang,0,,0,0.0,100.0,,False
junkrat,zarya,-53,,-53,-75.0,0.0,-4.0,True
junkrat,zenyatta,15,,15,25.0,-50.0,-17.0,False
juno,ana,22,,22,25.0,0.0,,False
juno,anran,29,,29,50.0,50.0,-22.0,True
juno,ashe,-62,,-62,-75.0,0.0,-23.0,False
juno,baptiste,-25,,-25,-25.0,100.0,,False
juno,bastion,1,,1,0.0,0.0,,False
juno,brigitte,1,,1,0.0,0.0,,False
juno,cassidy,-42,,-42,-50.0,-50.0,-17.0,False
juno,dmon,-20,,-20,-25.0,0.0,-4.0,False
juno,domina,13,,13,,,,False
juno,doomfist,40,,40,50.0,0.0,,False
juno,dva,-42,,-42,-50.0,0.0,-17.0,False
juno,echo,41,,41,50.0,100.0,,False
juno,freja,23,,23,25.0,-100.0,,False
juno,genji,25,,25,25.0,0.0,,False
juno,hanzo,42,,42,50.0,0.0,,False
juno,hazard,-22,,-22,-25.0,0.0,-13.0,False
juno,illari,0,,0,0.0,0.0,,False
juno,jetpack-cat,53,,53,75.0,0.0,,True
juno,junker-queen,17,,17,25.0,0.0,-9.0,False
juno,junkrat,61,,61,75.0,50.0,,False
juno,kiriko,0,,0,0.0,0.0,,False
juno,lifeweaver,0,,0,0.0,100.0,,False
juno,lucio,-25,,-25,-25.0,-100.0,,False
juno,mauga,-33,,-33,-50.0,50.0,,True
juno,mei,42,,42,50.0,-50.0,,False
juno,mercy,50,,50,50.0,-50.0,,False
juno,mizuki,9,,9,,,,False
juno,moira,-42,,-42,-50.0,50.0,-17.0,False
juno,orisa,1,,1,0.0,50.0,,False
juno,pharah,88,,88,100.0,0.0,50.0,False
juno,ramattra,-25,,-25,-25.0,0.0,,False
juno,reaper,15,,15,25.0,0.0,-17.0,False
juno,reinhardt,44,,44,50.0,-50.0,27.0,False
juno,roadhog,7,,7,0.0,0.0,28.0,False
juno,shion,-4,,-4,0.0,50.0,-17.0,False
juno,sierra,20,,20,25.0,0.0,,False
juno,sigma,4,,4,0.0,50.0,,False
juno,sojourn,-18,,-18,-25.0,-50.0,,False
juno,soldier-76,-45,,-45,-50.0,0.0,-29.0,False
juno,sombra,-49,,-49,-50.0,-50.0,-44.0,False
juno,symmetra,0,,0,0.0,-50.0,,False
juno,torbjorn,2,,2,0.0,50.0,,False
juno,tracer,-26,,-26,-25.0,-50.0,-30.0,False
juno,vendetta,-2,,-2,0.0,0.0,-9.0,False
juno,venture,25,,25,25.0,-50.0,,False
juno,widowmaker,-43,,-43,-50.0,0.0,-22.0,False
juno,winston,-63,,-63,-75.0,-50.0,-27.0,False
juno,wrecking-ball,16,,16,25.0,0.0,-13.0,False
juno,wuyang,5,,5,0.0,-50.0,21.0,False
juno,zarya,-50,,-50,-50.0,50.0,,False
juno,zenyatta,44,,44,50.0,0.0,25.0,False
kiriko,ana,40,,40,50.0,0.0,,False
kiriko,anran,40,,40,75.0,-50.0,-17.0,True
kiriko,ashe,43,,43,50.0,0.0,,False
kiriko,baptiste,1,,1,0.0,-50.0,,False
kiriko,bastion,23,,23,25.0,-50.0,,False
kiriko,brigitte,-3,,-3,0.0,50.0,-13.0,False
kiriko,cassidy,0,,0,0.0,0.0,,False
kiriko,dmon,-26,,-26,-25.0,0.0,-29.0,False
kiriko,domina,17,,17,,,,False
kiriko,doomfist,-6,,-6,0.0,0.0,-22.0,False
kiriko,dva,-35,,-35,-50.0,-50.0,,False
kiriko,echo,2,,2,0.0,50.0,,False
kiriko,emre,4,,4,,,,False
kiriko,freja,2,,2,0.0,0.0,,False
kiriko,genji,-7,,-7,0.0,0.0,-27.0,False
kiriko,hanzo,-25,,-25,-25.0,0.0,,False
kiriko,hazard,-21,,-21,-25.0,-50.0,-9.0,False
kiriko,illari,2,,2,0.0,50.0,,False
kiriko,jetpack-cat,-9,,-9,,0.0,-9.0,False
kiriko,junker-queen,61,,61,75.0,-50.0,,False
kiriko,junkrat,-2,,-2,0.0,50.0,-9.0,False
kiriko,juno,0,,0,0.0,0.0,,False
kiriko,lifeweaver,0,,0,0.0,50.0,,False
kiriko,lucio,0,-20.0,-20,0.0,-100.0,,False
kiriko,mauga,26,,26,25.0,-50.0,30.0,False
kiriko,mei,0,25.0,25,0.0,-50.0,,False
kiriko,mercy,0,,0,0.0,-50.0,,False
kiriko,mizuki,4,,4,,,,False
kiriko,moira,-2,,-2,0.0,0.0,-9.0,False
kiriko,orisa,22,,22,25.0,50.0,,False
kiriko,pharah,-41,,-41,-50.0,0.0,-13.0,False
kiriko,ramattra,4,,4,0.0,0.0,,False
kiriko,reaper,25,,25,25.0,-50.0,,False
kiriko,reinhardt,-20,,-20,-25.0,0.0,-4.0,False
kiriko,roadhog,7,,7,0.0,0.0,26.0,False
kiriko,shion,-6,,-6,0.0,0.0,-22.0,False
kiriko,sierra,56,,56,75.0,0.0,,True
kiriko,sigma,0,20.0,20,0.0,0.0,,False
kiriko,sojourn,1,,1,0.0,0.0,,False
kiriko,soldier-76,0,,0,0.0,0.0,,False
kiriko,sombra,75,,75,75.0,-50.0,,False
kiriko,symmetra,4,,4,0.0,50.0,,False
kiriko,torbjorn,6,,6,0.0,-50.0,24.0,False
kiriko,tracer,21,,21,25.0,0.0,,False
kiriko,vendetta,-8,,-8,0.0,0.0,-31.0,False
kiriko,venture,27,,27,50.0,-50.0,-28.0,True
kiriko,widowmaker,44,,44,50.0,0.0,24.0,False
kiriko,winston,-25,,-25,-25.0,50.0,-26.0,False
kiriko,wrecking-ball,-24,,-24,-25.0,50.0,-22.0,False
kiriko,wuyang,-20,,-20,-25.0,0.0,-4.0,False
kiriko,zarya,8,,8,0.0,0.0,,False
kiriko,zenyatta,7,,7,0.0,-50.0,26.0,False
lifeweaver,ana,23,,23,25.0,50.0,,False
lifeweaver,anran,-17,,-17,,0.0,-17.0,False
lifeweaver,ashe,7,,7,0.0,-50.0,29.0,False
lifeweaver,baptiste,0,,0,0.0,-100.0,,False
lifeweaver,bastion,-17,,-17,-25.0,0.0,,False
lifeweaver,brigitte,-1,,-1,0.0,50.0,-4.0,False
lifeweaver,cassidy,-16,,-16,-25.0,-50.0,,False
lifeweaver,dmon,27,,27,50.0,0.0,-26.0,True
lifeweaver,domina,29,,29,,50.0,29.0,False
lifeweaver,doomfist,24,,24,50.0,50.0,-34.0,True
lifeweaver,dva,-29,,-29,-25.0,-100.0,-42.0,False
lifeweaver,echo,0,,0,0.0,0.0,,False
lifeweaver,emre,22,,22,,,,False
lifeweaver,freja,-16,,-16,-25.0,-50.0,,False
lifeweaver,genji,-44,,-44,-50.0,0.0,-26.0,False
lifeweaver,hanzo,4,,4,0.0,0.0,,False
lifeweaver,hazard,-23,,-23,-25.0,50.0,-17.0,False
lifeweaver,illari,2,,2,0.0,0.0,,False
lifeweaver,jetpack-cat,-17,,-17,,100.0,-17.0,False
lifeweaver,junker-queen,-2,,-2,0.0,-50.0,-9.0,False
lifeweaver,junkrat,4,,4,0.0,-100.0,,False
lifeweaver,juno,0,,0,0.0,-100.0,,False
lifeweaver,kiriko,0,,0,0.0,-50.0,,False
lifeweaver,lucio,-4,,-4,0.0,100.0,-17.0,False
lifeweaver,mauga,-39,,-39,-50.0,0.0,-4.0,False
lifeweaver,mei,3,,3,0.0,100.0,,False
lifeweaver,mercy,0,,0,0.0,50.0,,False
lifeweaver,mizuki,9,,9,,,,False
lifeweaver,moira,0,,0,0.0,-50.0,,False
lifeweaver,orisa,-21,,-21,-25.0,-50.0,-9.0,False
lifeweaver,pharah,-75,,-75,-75.0,-50.0,,False
lifeweaver,ramattra,-25,,-25,-25.0,100.0,,False
lifeweaver,reaper,-41,,-41,-50.0,50.0,-13.0,False
lifeweaver,reinhardt,17,,17,25.0,0.0,-9.0,False
lifeweaver,roadhog,25,,25,25.0,-50.0,,False
lifeweaver,shion,17,,17,25.0,50.0,-9.0,False
lifeweaver,sierra,-25,,-25,-25.0,-50.0,,False
lifeweaver,sigma,7,,7,0.0,-50.0,28.0,False
lifeweaver,sojourn,-14,,-14,-25.0,-50.0,,False
lifeweaver,soldier-76,-18,,-18,-25.0,50.0,,False
lifeweaver,sombra,-42,,-42,-50.0,50.0,-17.0,False
lifeweaver,symmetra,3,,3,0.0,50.0,,False
lifeweaver,torbjorn,2,,2,0.0,-50.0,,False
lifeweaver,tracer,-26,,-26,-25.0,-100.0,-30.0,False
lifeweaver,vendetta,-66,,-66,-75.0,50.0,-37.0,False
lifeweaver,venture,-41,,-41,-50.0,-50.0,-13.0,False
lifeweaver,widowmaker,-9,,-9,-25.0,-50.0,38.0,True
lifeweaver,winston,-65,,-65,-75.0,-50.0,-36.0,False
lifeweaver,wrecking-ball,-30,,-30,-25.0,-50.0,-45.0,False
lifeweaver,wuyang,-16,,-16,-25.0,50.0,,False
lifeweaver,zarya,63,,63,75.0,-100.0,25.0,False
lifeweaver,zenyatta,6,,6,0.0,0.0,,False
lucio,ana,43,,43,50.0,0.0,,False
lucio,ashe,50,,50,50.0,0.0,,False
lucio,baptiste,-17,,-17,-25.0,0.0,,False
lucio,bastion,2,,2,0.0,50.0,,False
lucio,brigitte,18,,18,25.0,50.0,-4.0,False
lucio,cassidy,-50,,-50,-50.0,0.0,,False
lucio,dmon,12,,12,25.0,0.0,-28.0,False
lucio,domina,33,,33,50.0,50.0,-13.0,True
lucio,doomfist,16,,16,25.0,-50.0,-13.0,False
lucio,dva,8,,8,0.0,0.0,30.0,False
lucio,echo,25,,25,25.0,-50.0,,False
lucio,freja,50,,50,50.0,0.0,,False
lucio,genji,50,,50,50.0,-50.0,,False
lucio,hanzo,53,,53,75.0,50.0,,True
lucio,hazard,12,,12,25.0,0.0,-26.0,False
lucio,illari,2,,2,0.0,-50.0,,False
lucio,jetpack-cat,-9,,-9,,-50.0,-9.0,False
lucio,junker-queen,75,,75,75.0,0.0,,False
lucio,junkrat,17,,17,25.0,50.0,-9.0,False
lucio,juno,25,,25,25.0,0.0,,False
lucio,kiriko,0,20.0,20,0.0,0.0,,False
lucio,lifeweaver,4,,4,0.0,-50.0,,False
lucio,mauga,-27,,-27,-50.0,-100.0,26.0,True
lucio,mei,25,,25,25.0,-50.0,,False
lucio,mercy,2,,2,0.0,-50.0,,False
lucio,mizuki,22,,22,,,,False
lucio,moira,-40,,-40,-50.0,0.0,-9.0,False
lucio,orisa,6,,6,0.0,50.0,,False
lucio,pharah,-6,,-6,0.0,100.0,-24.0,False
lucio,ramattra,17,,17,25.0,0.0,-9.0,False
lucio,reaper,21,,21,25.0,50.0,,False
lucio,reinhardt,100,,100,100.0,-50.0,,False
lucio,roadhog,10,,10,0.0,0.0,38.0,False
lucio,shion,-1,,-1,0.0,-50.0,-4.0,False
lucio,sierra,2,,2,0.0,-50.0,,False
lucio,sigma,50,,50,50.0,50.0,,False
lucio,sojourn,1,,1,0.0,0.0,,False
lucio,soldier-76,-25,,-25,-25.0,0.0,,False
lucio,sombra,-42,,-42,-75.0,0.0,,True
lucio,symmetra,-25,,-25,-25.0,50.0,,False
lucio,torbjorn,-13,,-13,-25.0,-50.0,25.0,False
lucio,tracer,25,,25,25.0,0.0,,False
lucio,vendetta,14,,14,25.0,0.0,-20.0,False
lucio,venture,15,,15,25.0,-50.0,-17.0,False
lucio,widowmaker,50,,50,50.0,0.0,,False
lucio,winston,13,,13,25.0,50.0,-24.0,False
lucio,wrecking-ball,-3,,-3,0.0,-50.0,-13.0,False
lucio,wuyang,6,,6,0.0,50.0,,False
lucio,zarya,6,,6,0.0,-50.0,,False
lucio,zenyatta,45,,45,50.0,0.0,30.0,False
mauga,ana,-56,,-56,-75.0,50.0,-9.0,True
mauga,ashe,-25,,-25,-25.0,-50.0,,False
mauga,baptiste,25,,25,25.0,0.0,,False
mauga,bastion,-2,,-2,0.0,50.0,-9.0,False
mauga,brigitte,31,,31,50.0,-50.0,-17.0,True
mauga,cassidy,22,,22,25.0,0.0,,False
mauga,dmon,28,,28,25.0,0.0,38.0,False
mauga,domina,22,,22,25.0,0.0,,False
mauga,doomfist,54,,54,50.0,-100.0,67.0,False
mauga,dva,2,,2,0.0,0.0,,False
mauga,echo,-25,,-25,-25.0,50.0,,False
mauga,emre,-9,,-9,,50.0,-9.0,False
mauga,freja,-24,,-24,-25.0,50.0,-22.0,False
mauga,genji,0,,0,0.0,0.0,,False
mauga,hanzo,-41,,-41,-50.0,50.0,-13.0,False
mauga,hazard,52,,52,50.0,0.0,56.0,False
mauga,illari,-25,,-25,-25.0,0.0,,False
mauga,jetpack-cat,100,,100,100.0,50.0,,False
mauga,junker-queen,23,,23,25.0,-50.0,,False
mauga,junkrat,42,,42,75.0,100.0,-13.0,True
mauga,juno,33,,33,50.0,0.0,-13.0,True
mauga,kiriko,-26,,-26,-25.0,0.0,-30.0,False
mauga,lifeweaver,39,,39,50.0,50.0,,False
mauga,lucio,27,,27,50.0,50.0,-26.0,True
mauga,mei,-24,,-24,-25.0,-100.0,-22.0,False
mauga,mercy,44,,44,50.0,0.0,,False
mauga,mizuki,-32,,-32,,0.0,-32.0,False
mauga,moira,17,,17,25.0,0.0,-9.0,False
mauga,orisa,-16,,-16,-25.0,50.0,,False
mauga,pharah,35,,35,50.0,-100.0,-9.0,False
mauga,ramattra,25,,25,25.0,50.0,,False
mauga,reaper,-59,,-59,-75.0,0.0,-13.0,True
mauga,reinhardt,45,,45,50.0,-50.0,,False
mauga,roadhog,25,,25,25.0,0.0,,False
mauga,shion,15,,15,25.0,0.0,-17.0,False
mauga,sierra,-12,,-12,0.0,-50.0,-47.0,False
mauga,sigma,-75,,-75,-75.0,50.0,,False
mauga,sojourn,-46,,-46,-50.0,50.0,-34.0,False
mauga,soldier-76,-3,,-3,0.0,0.0,-13.0,False
mauga,sombra,12,,12,25.0,50.0,-26.0,False
mauga,symmetra,-13,,-13,0.0,-100.0,-50.0,False
mauga,torbjorn,11,,11,25.0,50.0,-31.0,False
mauga,tracer,0,,0,0.0,-100.0,,False
mauga,vendetta,25,,25,25.0,-50.0,,False
mauga,venture,21,,21,25.0,50.0,,False
mauga,widowmaker,-10,,-10,-25.0,-50.0,,False
mauga,winston,75,,75,75.0,0.0,76.0,False
mauga,wrecking-ball,60,,60,50.0,-100.0,89.0,False
mauga,wuyang,-24,,-24,-25.0,-100.0,-22.0,False
mauga,zarya,18,,18,25.0,50.0,-4.0,False
mauga,zenyatta,-44,,-44,-50.0,0.0,-26.0,False
mei,ana,-25,,-25,-25.0,0.0,,False
mei,anran,59,,59,75.0,0.0,,True
mei,ashe,-50,,-50,-50.0,-50.0,,False
mei,baptiste,-16,,-16,-25.0,100.0,,False
mei,bastion,-25,,-25,-25.0,0.0,,False
mei,brigitte,0,,0,0.0,-50.0,,False
mei,cassidy,-25,,-25,-25.0,-50.0,,False
mei,dmon,38,,38,75.0,0.0,-21.0,True
mei,domina,50,,50,50.0,50.0,,False
mei,doomfist,35,,35,50.0,-50.0,-9.0,False
mei,dva,42,,42,50.0,0.0,,False
mei,echo,-35,,-35,-50.0,100.0,,False
mei,emre,-50,,-50,-50.0,0.0,,False
mei,freja,-41,,-41,-50.0,0.0,-13.0,False
mei,genji,60,,60,100.0,-50.0,,True
mei,hanzo,-39,,-39,-50.0,0.0,-4.0,False
mei,hazard,25,,25,25.0,50.0,,False
mei,illari,2,,2,0.0,-50.0,,False
mei,jetpack-cat,-43,,-43,-50.0,-50.0,-20.0,False
mei,junker-queen,24,,24,25.0,0.0,20.0,False
mei,junkrat,-22,,-22,-25.0,50.0,-13.0,False
mei,juno,-42,,-42,-50.0,50.0,-17.0,False
mei,kiriko,0,-25.0,-25,0.0,50.0,,False
mei,lifeweaver,-3,,-3,0.0,-50.0,-13.0,False
mei,lucio,-25,,-25,-25.0,0.0,,False
mei,mauga,24,,24,25.0,50.0,22.0,False
mei,mercy,-40,,-40,-50.0,-50.0,-9.0,False
mei,mizuki,9,,9,,,,False
mei,moira,-1,,-1,0.0,-100.0,-4.0,False
mei,orisa,50,,50,50.0,-50.0,,False
mei,pharah,-61,,-61,-75.0,50.0,-20.0,False
mei,ramattra,-25,,-25,-25.0,0.0,,False
mei,reaper,25,,25,25.0,0.0,,False
mei,reinhardt,16,,16,25.0,-50.0,-13.0,False
mei,roadhog,0,,0,0.0,-100.0,,False
mei,shion,0,,0,0.0,0.0,,False
mei,sierra,20,,20,25.0,0.0,,False
mei,sigma,-14,,-14,-25.0,-50.0,18.0,False
mei,sojourn,-21,,-21,-25.0,-50.0,-9.0,False
mei,soldier-76,-18,,-18,-25.0,0.0,,False
mei,sombra,43,,43,50.0,100.0,20.0,False
mei,symmetra,2,,2,0.0,-50.0,,False
mei,torbjorn,1,,1,0.0,0.0,,False
mei,tracer,35,,35,50.0,-50.0,-9.0,False
mei,vendetta,50,,50,50.0,-50.0,,False
mei,venture,50,,50,50.0,50.0,,False
mei,widowmaker,-42,,-42,-50.0,0.0,-17.0,False
mei,winston,25,,25,25.0,0.0,,False
